arm,node,role,attack_start_s,t_s,trust
baseline,srv7,none,0,16.309,0.816500
baseline,srv7,none,0,17.546,0.824300
baseline,srv7,none,0,18.786,0.816800
baseline,srv7,none,0,20.024,0.817100
baseline,srv7,none,0,21.298,0.817100
baseline,srv7,none,0,22.537,0.817100
baseline,srv7,none,0,23.798,0.820500
baseline,srv7,none,0,25.187,0.803800
baseline,srv7,none,0,26.458,0.815300
baseline,srv7,none,0,27.825,0.815300
baseline,srv7,none,0,29.148,0.817000
baseline,srv7,none,0,30.477,0.818400
baseline,srv7,none,0,31.778,0.816200
baseline,srv7,none,0,33.258,0.817000
baseline,srv7,none,0,34.553,0.824300
baseline,srv7,none,0,35.959,0.816400
baseline,srv7,none,0,37.408,0.816000
baseline,srv7,none,0,38.745,0.824000
baseline,srv7,none,0,40.130,0.816900
baseline,srv7,none,0,41.633,0.816900
baseline,srv7,none,0,42.925,0.824300
baseline,srv7,none,0,44.391,0.817000
baseline,srv7,none,0,45.694,0.816500
baseline,srv7,none,0,47.100,0.824000
baseline,srv7,none,0,48.447,0.816600
baseline,srv7,none,0,49.836,0.816200
baseline,srv7,none,0,51.353,0.824100
baseline,srv7,none,0,52.737,0.817000
baseline,srv7,none,0,54.179,0.816500
baseline,srv7,none,0,56.010,0.816800
baseline,srv7,none,0,58.013,0.818600
baseline,srv7,none,0,59.610,0.824700
baseline,srv7,none,0,61.132,0.816000
baseline,srv7,none,0,62.498,0.818500
baseline,srv7,none,0,64.046,0.823500
baseline,srv7,none,0,65.558,0.817100
baseline,srv7,none,0,67.127,0.817100
baseline,srv7,none,0,68.560,0.819300
baseline,srv7,none,0,70.204,0.824500
baseline,srv7,none,0,71.929,0.816300
baseline,srv7,none,0,73.319,0.816200
baseline,srv7,none,0,74.703,0.822900
baseline,srv7,none,0,76.509,0.821700
baseline,srv7,none,0,77.958,0.810500
baseline,srv7,none,0,79.578,0.816400
baseline,srv7,none,0,81.149,0.819500
baseline,srv7,none,0,82.716,0.822500
baseline,srv7,none,0,84.629,0.816800
baseline,srv7,none,0,86.353,0.816900
baseline,srv7,none,0,87.724,0.819100
baseline,srv7,none,0,89.089,0.821700
baseline,srv7,none,0,90.542,0.799700
baseline,srv7,none,0,92.003,0.817900
baseline,srv7,none,0,93.303,0.821600
baseline,srv7,none,0,94.716,0.816600
baseline,srv7,none,0,96.051,0.820600
baseline,srv7,none,0,97.500,0.804100
baseline,srv7,none,0,99.053,0.815700
baseline,srv7,none,0,100.369,0.822600
baseline,srv7,none,0,101.769,0.821600
baseline,srv7,none,0,103.234,0.816500
baseline,srv7,none,0,104.730,0.818900
baseline,srv7,none,0,106.334,0.824400
baseline,srv7,none,0,108.058,0.823300
baseline,srv7,none,0,109.442,0.818800
baseline,srv7,none,0,110.905,0.824300
baseline,srv7,none,0,112.333,0.823800
baseline,srv7,none,0,113.783,0.816800
baseline,srv7,none,0,115.094,0.823800
baseline,srv7,none,0,116.781,0.780200
baseline,srv7,none,0,118.402,0.824200
baseline,srv7,none,0,119.994,0.817000
baseline,srv7,none,0,121.440,0.824100
baseline,srv7,none,0,123.195,0.822800
baseline,srv7,none,0,124.687,0.822700
baseline,srv7,none,0,126.045,0.819700
baseline,srv7,none,0,127.442,0.823100
baseline,srv7,none,0,128.820,0.823200
baseline,srv7,none,0,130.103,0.824200
baseline,srv7,none,0,131.448,0.823500
baseline,srv7,none,0,132.740,0.818300
baseline,srv7,none,0,134.224,0.823600
baseline,srv7,none,0,136.060,0.823800
baseline,srv7,none,0,137.566,0.820100
baseline,srv7,none,0,139.423,0.822100
baseline,srv7,none,0,140.733,0.822100
baseline,srv7,none,0,142.213,0.822700
baseline,srv7,none,0,143.701,0.813000
baseline,srv7,none,0,145.287,0.818200
baseline,srv7,none,0,146.812,0.817400
baseline,srv7,none,0,148.297,0.817600
baseline,srv7,none,0,149.588,0.817700
baseline,srv7,none,0,150.910,0.817500
baseline,srv7,none,0,152.312,0.817600
baseline,srv7,none,0,153.939,0.817500
baseline,srv7,none,0,155.575,0.817300
baseline,srv7,none,0,157.034,0.817800
baseline,srv7,none,0,158.626,0.817400
baseline,srv7,none,0,159.952,0.817400
baseline,srv7,none,0,161.410,0.815700
baseline,srv7,none,0,162.889,0.817200
baseline,srv7,none,0,164.458,0.816700
baseline,srv7,none,0,166.229,0.817500
baseline,srv7,none,0,167.645,0.816200
baseline,srv7,none,0,169.353,0.817100
baseline,srv7,none,0,170.680,0.818000
baseline,srv7,none,0,172.413,0.817200
baseline,srv7,none,0,174.061,0.816000
baseline,srv7,none,0,175.488,0.823000
baseline,srv7,none,0,177.161,0.822400
baseline,srv7,none,0,179.049,0.815200
baseline,srv7,none,0,180.586,0.814900
baseline,srv7,none,0,182.076,0.814900
baseline,srv7,none,0,183.528,0.819000
baseline,srv7,none,0,184.960,0.813900
baseline,srv7,none,0,186.685,0.801200
baseline,srv7,none,0,188.247,0.819000
baseline,srv7,none,0,189.838,0.818900
baseline,srv7,none,0,191.177,0.816800
baseline,srv7,none,0,192.558,0.819100
baseline,srv7,none,0,193.850,0.814300
baseline,srv7,none,0,195.144,0.815400
baseline,srv7,none,0,196.796,0.816700
baseline,srv7,none,0,198.591,0.818200
baseline,srv7,none,0,200.264,0.823000
baseline,srv7,none,0,201.848,0.815200
baseline,srv7,none,0,203.381,0.816900
baseline,srv7,none,0,204.923,0.818500
baseline,srv7,none,0,206.193,0.814300
baseline,srv7,none,0,207.706,0.818700
baseline,srv7,none,0,209.052,0.819500
baseline,srv7,none,0,210.582,0.816900
baseline,srv7,none,0,211.996,0.817100
baseline,srv7,none,0,213.411,0.818700
baseline,srv7,none,0,215.367,0.819400
baseline,srv7,none,0,216.997,0.816300
baseline,srv7,none,0,218.485,0.816100
baseline,srv7,none,0,220.087,0.818000
baseline,srv7,none,0,221.456,0.822000
baseline,srv7,none,0,223.008,0.816800
baseline,srv7,none,0,224.678,0.816800
baseline,srv7,none,0,226.143,0.817000
baseline,srv7,none,0,227.568,0.822600
baseline,srv7,none,0,228.864,0.818000
baseline,srv7,none,0,230.168,0.819600
baseline,srv7,none,0,231.937,0.824600
baseline,srv7,none,0,233.413,0.816700
baseline,srv7,none,0,234.789,0.818400
baseline,srv7,none,0,236.174,0.823900
baseline,srv7,none,0,237.663,0.814300
baseline,srv7,none,0,239.003,0.818300
baseline,srv7,none,0,240.610,0.824600
baseline,srv7,none,0,242.066,0.816400
baseline,srv7,none,0,243.822,0.817300
baseline,srv7,none,0,245.221,0.818900
baseline,srv7,none,0,246.706,0.824600
baseline,srv7,none,0,248.074,0.818500
baseline,srv7,none,0,249.798,0.818200
baseline,srv7,none,0,251.100,0.824100
baseline,srv7,none,0,252.451,0.817700
baseline,srv7,none,0,254.015,0.819000
baseline,srv7,none,0,255.431,0.824100
baseline,srv7,none,0,257.072,0.821300
baseline,srv7,none,0,258.736,0.818200
baseline,srv7,none,0,260.162,0.818100
baseline,srv7,none,0,261.724,0.819300
baseline,srv7,none,0,263.030,0.818000
baseline,srv7,none,0,264.632,0.818000
baseline,srv7,none,0,265.998,0.822500
baseline,srv7,none,0,267.440,0.818800
baseline,srv7,none,0,268.827,0.818300
baseline,srv7,none,0,270.190,0.824400
baseline,srv7,none,0,271.684,0.816200
baseline,srv7,none,0,273.012,0.814400
baseline,srv7,none,0,274.412,0.822700
baseline,srv7,none,0,275.822,0.818500
baseline,srv7,none,0,277.484,0.816500
baseline,srv7,none,0,278.982,0.815100
baseline,srv7,none,0,280.374,0.817300
baseline,srv7,none,0,282.125,0.816800
baseline,srv7,none,0,283.728,0.818700
baseline,srv7,none,0,285.222,0.815900
baseline,srv7,none,0,286.562,0.824000
baseline,srv7,none,0,288.044,0.817800
baseline,srv7,none,0,289.469,0.817400
baseline,srv7,none,0,290.939,0.823600
baseline,srv7,none,0,292.236,0.818600
baseline,srv7,none,0,293.635,0.817800
baseline,srv7,none,0,294.937,0.824600
baseline,srv7,none,0,296.284,0.818400
baseline,srv7,none,0,298.210,0.792200
baseline,srv7,none,0,299.644,0.817100
baseline,srv7,none,0,301.123,0.814200
baseline,srv7,none,0,302.585,0.817700
baseline,srv7,none,0,304.282,0.817000
baseline,srv7,none,0,305.711,0.817200
baseline,srv8,onoff,50,0.042,0.500000
baseline,srv8,onoff,50,1.077,0.500000
baseline,srv8,onoff,50,2.113,0.500000
baseline,srv8,onoff,50,3.146,0.500000
baseline,srv8,onoff,50,5.064,0.551900
baseline,srv8,onoff,50,6.304,0.551900
baseline,srv8,onoff,50,7.542,0.814000
baseline,srv8,onoff,50,8.781,0.814000
baseline,srv8,onoff,50,10.020,0.818100
baseline,srv8,onoff,50,11.285,0.821900
baseline,srv8,onoff,50,12.525,0.817700
baseline,srv8,onoff,50,13.765,0.819700
baseline,srv8,onoff,50,15.047,0.819700
baseline,srv8,onoff,50,16.309,0.818800
baseline,srv8,onoff,50,17.546,0.825300
baseline,srv8,onoff,50,18.786,0.819100
baseline,srv8,onoff,50,20.024,0.820100
baseline,srv8,onoff,50,21.298,0.832300
baseline,srv8,onoff,50,22.537,0.819500
baseline,srv8,onoff,50,23.798,0.820800
baseline,srv8,onoff,50,25.187,0.815300
baseline,srv8,onoff,50,26.458,0.816500
baseline,srv8,onoff,50,27.825,0.822800
baseline,srv8,onoff,50,29.148,0.817700
baseline,srv8,onoff,50,30.477,0.819100
baseline,srv8,onoff,50,31.778,0.832000
baseline,srv8,onoff,50,33.258,0.817900
baseline,srv8,onoff,50,34.553,0.825800
baseline,srv8,onoff,50,35.959,0.832300
baseline,srv8,onoff,50,37.408,0.816800
baseline,srv8,onoff,50,38.745,0.826200
baseline,srv8,onoff,50,40.130,0.832200
baseline,srv8,onoff,50,41.633,0.819700
baseline,srv8,onoff,50,42.925,0.826600
baseline,srv8,onoff,50,44.391,0.831700
baseline,srv8,onoff,50,45.694,0.818800
baseline,srv8,onoff,50,47.100,0.826700
baseline,srv8,onoff,50,48.447,0.831600
baseline,srv8,onoff,50,49.836,0.818100
baseline,srv8,onoff,50,51.353,0.825900
baseline,srv8,onoff,50,52.737,0.831800
baseline,srv8,onoff,50,54.179,0.819600
baseline,srv8,onoff,50,56.010,0.634700
baseline,srv8,onoff,50,58.013,0.616900
baseline,srv8,onoff,50,59.610,0.741100
baseline,srv8,onoff,50,61.132,0.562300
baseline,srv8,onoff,50,62.498,0.655100
baseline,srv8,onoff,50,64.046,0.667400
baseline,srv8,onoff,50,65.558,0.624100
baseline,srv8,onoff,50,67.127,0.790500
baseline,srv8,onoff,50,68.560,0.817400
baseline,srv8,onoff,50,70.204,0.819000
baseline,srv8,onoff,50,71.929,0.818800
baseline,srv8,onoff,50,73.319,0.827200
baseline,srv8,onoff,50,74.703,0.819000
baseline,srv8,onoff,50,76.509,0.719000
baseline,srv8,onoff,50,77.958,0.773500
baseline,srv8,onoff,50,79.578,0.672600
baseline,srv8,onoff,50,81.149,0.587700
baseline,srv8,onoff,50,82.716,0.610400
baseline,srv8,onoff,50,84.629,0.565000
baseline,srv8,onoff,50,86.353,0.636800
baseline,srv8,onoff,50,87.724,0.656000
baseline,srv8,onoff,50,89.089,0.813700
baseline,srv8,onoff,50,90.542,0.833900
baseline,srv8,onoff,50,92.003,0.827300
baseline,srv8,onoff,50,93.303,0.827600
baseline,srv8,onoff,50,94.716,0.833600
baseline,srv8,onoff,50,96.051,0.785400
baseline,srv8,onoff,50,97.500,0.706100
baseline,srv8,onoff,50,99.053,0.741800
baseline,srv8,onoff,50,100.369,0.569900
baseline,srv8,onoff,50,101.769,0.621700
baseline,srv8,onoff,50,103.234,0.579000
baseline,srv8,onoff,50,104.730,0.677900
baseline,srv8,onoff,50,106.334,0.639400
baseline,srv8,onoff,50,108.058,0.762900
baseline,srv8,onoff,50,109.442,0.779700
baseline,srv8,onoff,50,110.905,0.792900
baseline,srv8,onoff,50,112.333,0.817200
baseline,srv8,onoff,50,113.783,0.826600
baseline,srv8,onoff,50,115.094,0.833300
baseline,srv8,onoff,50,116.781,0.709500
baseline,srv8,onoff,50,118.402,0.632200
baseline,srv8,onoff,50,119.994,0.689700
baseline,srv8,onoff,50,121.440,0.541700
baseline,srv8,onoff,50,123.195,0.510600
baseline,srv8,onoff,50,124.687,0.591700
baseline,srv8,onoff,50,126.045,0.635200
baseline,srv8,onoff,50,127.442,0.714400
baseline,srv8,onoff,50,128.820,0.724000
baseline,srv8,onoff,50,130.103,0.744800
baseline,srv8,onoff,50,131.448,0.817100
baseline,srv8,onoff,50,132.740,0.826800
baseline,srv8,onoff,50,134.224,0.832000
baseline,srv8,onoff,50,136.060,0.738300
baseline,srv8,onoff,50,137.566,0.701700
baseline,srv8,onoff,50,139.423,0.691900
baseline,srv8,onoff,50,140.733,0.592200
baseline,srv8,onoff,50,142.213,0.726600
baseline,srv8,onoff,50,143.701,0.569800
baseline,srv8,onoff,50,145.287,0.600000
baseline,srv8,onoff,50,146.812,0.514100
baseline,srv8,onoff,50,148.297,0.680800
baseline,srv8,onoff,50,149.588,0.699500
baseline,srv8,onoff,50,150.910,0.824100
baseline,srv8,onoff,50,152.312,0.827500
baseline,srv8,onoff,50,153.939,0.831500
baseline,srv8,onoff,50,155.575,0.744800
baseline,srv8,onoff,50,157.034,0.763600
baseline,srv8,onoff,50,158.626,0.670400
baseline,srv8,onoff,50,159.952,0.707200
baseline,srv8,onoff,50,161.410,0.660700
baseline,srv8,onoff,50,162.889,0.669900
baseline,srv8,onoff,50,164.458,0.684900
baseline,srv8,onoff,50,166.229,0.780600
baseline,srv8,onoff,50,167.645,0.644500
baseline,srv8,onoff,50,169.353,0.659600
baseline,srv8,onoff,50,170.680,0.667700
baseline,srv8,onoff,50,172.413,0.824000
baseline,srv8,onoff,50,174.061,0.828200
baseline,srv8,onoff,50,175.488,0.820800
baseline,srv8,onoff,50,177.161,0.643800
baseline,srv8,onoff,50,179.049,0.655000
baseline,srv8,onoff,50,180.586,0.515100
baseline,srv8,onoff,50,182.076,0.532900
baseline,srv8,onoff,50,183.528,0.489600
baseline,srv8,onoff,50,184.960,0.507000
baseline,srv8,onoff,50,186.685,0.607500
baseline,srv8,onoff,50,188.247,0.453800
baseline,srv8,onoff,50,189.838,0.612800
baseline,srv8,onoff,50,191.177,0.629300
baseline,srv8,onoff,50,192.558,0.825400
baseline,srv8,onoff,50,193.850,0.823700
baseline,srv8,onoff,50,195.144,0.819800
baseline,srv8,onoff,50,196.796,0.759800
baseline,srv8,onoff,50,198.591,0.690400
baseline,srv8,onoff,50,200.264,0.670700
baseline,srv8,onoff,50,201.848,0.591100
baseline,srv8,onoff,50,203.381,0.527900
baseline,srv8,onoff,50,204.923,0.486100
baseline,srv8,onoff,50,206.193,0.620000
baseline,srv8,onoff,50,207.706,0.434400
baseline,srv8,onoff,50,209.052,0.461500
baseline,srv8,onoff,50,210.582,0.395300
baseline,srv8,onoff,50,211.996,0.829300
baseline,srv8,onoff,50,213.411,0.819300
baseline,srv8,onoff,50,215.367,0.819500
baseline,srv8,onoff,50,216.997,0.715600
baseline,srv8,onoff,50,218.485,0.773300
baseline,srv8,onoff,50,220.087,0.593200
baseline,srv8,onoff,50,221.456,0.562800
baseline,srv8,onoff,50,223.008,0.657900
baseline,srv8,onoff,50,224.678,0.594100
baseline,srv8,onoff,50,226.143,0.604000
baseline,srv8,onoff,50,227.568,0.428100
baseline,srv8,onoff,50,228.864,0.420000
baseline,srv8,onoff,50,230.168,0.441500
baseline,srv8,onoff,50,231.937,0.677300
baseline,srv8,onoff,50,233.413,0.816900
baseline,srv8,onoff,50,234.789,0.819800
baseline,srv8,onoff,50,236.174,0.807700
baseline,srv8,onoff,50,237.663,0.805400
baseline,srv8,onoff,50,239.003,0.708400
baseline,srv8,onoff,50,240.610,0.676400
baseline,srv8,onoff,50,242.066,0.671600
baseline,srv8,onoff,50,243.822,0.559400
baseline,srv8,onoff,50,245.221,0.593300
baseline,srv8,onoff,50,246.706,0.627400
baseline,srv8,onoff,50,248.074,0.431400
baseline,srv8,onoff,50,249.798,0.428300
baseline,srv8,onoff,50,251.100,0.428500
baseline,srv8,onoff,50,252.451,0.659400
baseline,srv8,onoff,50,254.015,0.827900
baseline,srv8,onoff,50,255.431,0.828400
baseline,srv8,onoff,50,257.072,0.743800
baseline,srv8,onoff,50,258.736,0.790600
baseline,srv8,onoff,50,260.162,0.648400
baseline,srv8,onoff,50,261.724,0.740600
baseline,srv8,onoff,50,263.030,0.760400
baseline,srv8,onoff,50,264.632,0.730100
baseline,srv8,onoff,50,265.998,0.649100
baseline,srv8,onoff,50,267.440,0.433800
baseline,srv8,onoff,50,268.827,0.425700
baseline,srv8,onoff,50,270.190,0.420000
baseline,srv8,onoff,50,271.684,0.642700
baseline,srv8,onoff,50,273.012,0.828100
baseline,srv8,onoff,50,274.412,0.821000
baseline,srv8,onoff,50,275.822,0.833800
baseline,srv8,onoff,50,277.484,0.759900
baseline,srv8,onoff,50,278.982,0.726100
baseline,srv8,onoff,50,280.374,0.752800
baseline,srv8,onoff,50,282.125,0.477600
baseline,srv8,onoff,50,283.728,0.543400
baseline,srv8,onoff,50,285.222,0.581100
baseline,srv8,onoff,50,286.562,0.533200
baseline,srv8,onoff,50,288.044,0.425900
baseline,srv8,onoff,50,289.469,0.432400
baseline,srv8,onoff,50,290.939,0.433200
baseline,srv8,onoff,50,292.236,0.668900
baseline,srv8,onoff,50,293.635,0.824500
baseline,srv8,onoff,50,294.937,0.832500
baseline,srv8,onoff,50,296.284,0.820100
baseline,srv8,onoff,50,298.210,0.772200
baseline,srv8,onoff,50,299.644,0.647700
baseline,srv8,onoff,50,301.123,0.701200
baseline,srv8,onoff,50,302.585,0.591200
baseline,srv8,onoff,50,304.282,0.658300
baseline,srv8,onoff,50,305.711,0.576400
zero_trust,srv1,grayhole,40,0.021,0.500000
zero_trust,srv1,grayhole,40,1.028,0.500000
zero_trust,srv1,grayhole,40,2.040,0.500000
zero_trust,srv1,grayhole,40,3.048,0.500000
zero_trust,srv1,grayhole,40,4.258,0.500000
zero_trust,srv1,grayhole,40,5.290,0.684100
zero_trust,srv1,grayhole,40,7.153,0.684100
zero_trust,srv1,grayhole,40,8.186,0.789400
zero_trust,srv1,grayhole,40,9.219,0.789400
zero_trust,srv1,grayhole,40,10.252,0.805800
zero_trust,srv1,grayhole,40,11.285,0.805800
zero_trust,srv1,grayhole,40,12.317,0.750600
zero_trust,srv1,grayhole,40,13.351,0.750600
zero_trust,srv1,grayhole,40,14.384,0.750600
zero_trust,srv1,grayhole,40,15.417,0.750600
zero_trust,srv1,grayhole,40,16.468,0.767700
zero_trust,srv1,grayhole,40,17.500,0.767700
zero_trust,srv1,grayhole,40,18.532,0.767700
zero_trust,srv1,grayhole,40,19.565,0.793800
zero_trust,srv1,grayhole,40,20.597,0.780900
zero_trust,srv1,grayhole,40,21.629,0.799300
zero_trust,srv1,grayhole,40,22.662,0.796900
zero_trust,srv1,grayhole,40,23.695,0.764600
zero_trust,srv1,grayhole,40,24.814,0.797500
zero_trust,srv1,grayhole,40,25.995,0.798100
zero_trust,srv1,grayhole,40,27.309,0.801500
zero_trust,srv1,grayhole,40,28.427,0.798400
zero_trust,srv1,grayhole,40,29.729,0.805600
zero_trust,srv1,grayhole,40,30.877,0.830100
zero_trust,srv1,grayhole,40,32.151,0.813600
zero_trust,srv1,grayhole,40,33.386,0.812800
zero_trust,srv1,grayhole,40,34.731,0.794000
zero_trust,srv1,grayhole,40,35.977,0.803400
zero_trust,srv1,grayhole,40,37.124,0.797400
zero_trust,srv1,grayhole,40,38.191,0.783400
zero_trust,srv1,grayhole,40,39.710,0.808900
zero_trust,srv1,grayhole,40,40.889,0.808900
zero_trust,srv1,grayhole,40,42.097,0.794800
zero_trust,srv1,grayhole,40,43.402,0.794800
zero_trust,srv1,grayhole,40,44.976,0.795500
zero_trust,srv1,grayhole,40,46.089,0.795000
zero_trust,srv1,grayhole,40,47.266,0.783600
zero_trust,srv1,grayhole,40,48.488,0.783600
zero_trust,srv1,grayhole,40,49.754,0.419000
zero_trust,srv1,grayhole,40,51.036,0.419000
zero_trust,srv1,grayhole,40,52.081,0.419000
zero_trust,srv1,grayhole,40,53.418,0.419000
zero_trust,srv1,grayhole,40,54.611,0.419000
zero_trust,srv1,grayhole,40,55.762,0.419000
zero_trust,srv1,grayhole,40,57.057,0.419000
zero_trust,srv1,grayhole,40,58.265,0.419000
zero_trust,srv1,grayhole,40,59.545,0.419000
zero_trust,srv1,grayhole,40,60.893,0.419000
zero_trust,srv1,grayhole,40,62.035,0.621200
zero_trust,srv1,grayhole,40,63.212,0.621200
zero_trust,srv1,grayhole,40,64.384,0.621200
zero_trust,srv1,grayhole,40,65.496,0.621200
zero_trust,srv1,grayhole,40,66.700,0.621200
zero_trust,srv1,grayhole,40,67.868,0.621200
zero_trust,srv1,grayhole,40,68.933,0.621200
zero_trust,srv1,grayhole,40,70.403,0.621200
zero_trust,srv1,grayhole,40,71.866,0.621200
zero_trust,srv1,grayhole,40,73.058,0.621200
zero_trust,srv1,grayhole,40,74.389,0.621200
zero_trust,srv1,grayhole,40,75.591,0.621200
zero_trust,srv1,grayhole,40,76.802,0.621200
zero_trust,srv1,grayhole,40,78.099,0.743800
zero_trust,srv1,grayhole,40,79.349,0.743800
zero_trust,srv1,grayhole,40,80.825,0.807800
zero_trust,srv1,grayhole,40,82.088,0.422600
zero_trust,srv1,grayhole,40,83.549,0.362300
zero_trust,srv1,grayhole,40,85.499,0.357500
zero_trust,srv1,grayhole,40,86.581,0.357500
zero_trust,srv1,grayhole,40,87.785,0.357500
zero_trust,srv1,grayhole,40,88.991,0.357500
zero_trust,srv1,grayhole,40,90.344,0.357500
zero_trust,srv1,grayhole,40,91.447,0.357500
zero_trust,srv1,grayhole,40,92.555,0.357500
zero_trust,srv1,grayhole,40,93.772,0.357500
zero_trust,srv1,grayhole,40,94.928,0.357500
zero_trust,srv1,grayhole,40,96.073,0.357500
zero_trust,srv1,grayhole,40,97.303,0.357500
zero_trust,srv1,grayhole,40,98.631,0.357500
zero_trust,srv1,grayhole,40,99.758,0.357500
zero_trust,srv1,grayhole,40,101.231,0.357500
zero_trust,srv1,grayhole,40,102.463,0.357500
zero_trust,srv1,grayhole,40,103.645,0.357500
zero_trust,srv1,grayhole,40,104.813,0.357500
zero_trust,srv1,grayhole,40,105.923,0.249100
zero_trust,srv1,grayhole,40,107.016,0.249100
zero_trust,srv1,grayhole,40,108.258,0.249100
zero_trust,srv1,grayhole,40,109.371,0.249100
zero_trust,srv1,grayhole,40,110.514,0.249100
zero_trust,srv1,grayhole,40,112.035,0.249100
zero_trust,srv1,grayhole,40,113.124,0.249100
zero_trust,srv1,grayhole,40,114.281,0.249100
zero_trust,srv1,grayhole,40,115.377,0.249100
zero_trust,srv1,grayhole,40,116.636,0.249100
zero_trust,srv1,grayhole,40,117.807,0.249100
zero_trust,srv1,grayhole,40,118.992,0.249100
zero_trust,srv1,grayhole,40,120.203,0.249100
zero_trust,srv1,grayhole,40,121.349,0.249100
zero_trust,srv1,grayhole,40,122.403,0.249100
zero_trust,srv1,grayhole,40,123.506,0.249100
zero_trust,srv1,grayhole,40,124.765,0.249100
zero_trust,srv1,grayhole,40,125.971,0.249100
zero_trust,srv1,grayhole,40,127.079,0.249100
zero_trust,srv1,grayhole,40,128.575,0.249100
zero_trust,srv1,grayhole,40,129.882,0.249100
zero_trust,srv1,grayhole,40,131.307,0.249100
zero_trust,srv1,grayhole,40,132.549,0.249100
zero_trust,srv1,grayhole,40,133.941,0.249100
zero_trust,srv1,grayhole,40,135.149,0.249100
zero_trust,srv1,grayhole,40,136.252,0.249100
zero_trust,srv1,grayhole,40,137.420,0.249100
zero_trust,srv1,grayhole,40,138.555,0.249100
zero_trust,srv1,grayhole,40,139.924,0.249100
zero_trust,srv1,grayhole,40,141.194,0.249100
zero_trust,srv1,grayhole,40,142.427,0.249100
zero_trust,srv1,grayhole,40,143.581,0.249100
zero_trust,srv1,grayhole,40,144.779,0.249100
zero_trust,srv1,grayhole,40,146.161,0.249100
zero_trust,srv1,grayhole,40,147.523,0.249100
zero_trust,srv1,grayhole,40,148.573,0.249100
zero_trust,srv1,grayhole,40,149.670,0.249100
zero_trust,srv1,grayhole,40,151.189,0.249100
zero_trust,srv1,grayhole,40,152.257,0.249100
zero_trust,srv1,grayhole,40,153.572,0.249100
zero_trust,srv1,grayhole,40,154.789,0.249100
zero_trust,srv1,grayhole,40,156.082,0.249100
zero_trust,srv1,grayhole,40,157.530,0.249100
zero_trust,srv1,grayhole,40,158.804,0.249100
zero_trust,srv1,grayhole,40,160.042,0.249100
zero_trust,srv1,grayhole,40,161.120,0.249100
zero_trust,srv1,grayhole,40,162.351,0.249100
zero_trust,srv1,grayhole,40,163.550,0.249100
zero_trust,srv1,grayhole,40,164.814,0.249100
zero_trust,srv1,grayhole,40,165.973,0.249100
zero_trust,srv1,grayhole,40,167.675,0.249100
zero_trust,srv1,grayhole,40,168.858,0.249100
zero_trust,srv1,grayhole,40,170.017,0.249100
zero_trust,srv1,grayhole,40,171.314,0.249100
zero_trust,srv1,grayhole,40,172.408,0.249100
zero_trust,srv1,grayhole,40,173.535,0.249100
zero_trust,srv1,grayhole,40,174.808,0.249100
zero_trust,srv1,grayhole,40,176.364,0.249100
zero_trust,srv1,grayhole,40,177.479,0.249100
zero_trust,srv1,grayhole,40,178.858,0.249100
zero_trust,srv1,grayhole,40,180.048,0.249100
zero_trust,srv1,grayhole,40,181.316,0.249100
zero_trust,srv1,grayhole,40,182.510,0.249100
zero_trust,srv1,grayhole,40,183.722,0.249100
zero_trust,srv1,grayhole,40,184.917,0.249100
zero_trust,srv1,grayhole,40,185.988,0.249100
zero_trust,srv1,grayhole,40,187.302,0.249100
zero_trust,srv1,grayhole,40,188.486,0.249100
zero_trust,srv1,grayhole,40,189.595,0.249100
zero_trust,srv1,grayhole,40,190.967,0.249100
zero_trust,srv1,grayhole,40,192.022,0.249100
zero_trust,srv1,grayhole,40,193.392,0.249100
zero_trust,srv1,grayhole,40,194.910,0.249100
zero_trust,srv1,grayhole,40,196.183,0.249100
zero_trust,srv1,grayhole,40,197.461,0.249100
zero_trust,srv1,grayhole,40,198.675,0.249100
zero_trust,srv1,grayhole,40,199.999,0.249100
zero_trust,srv1,grayhole,40,201.201,0.249100
zero_trust,srv1,grayhole,40,202.332,0.249100
zero_trust,srv1,grayhole,40,203.578,0.249100
zero_trust,srv1,grayhole,40,204.691,0.249100
zero_trust,srv1,grayhole,40,205.951,0.249100
zero_trust,srv1,grayhole,40,207.025,0.249100
zero_trust,srv1,grayhole,40,208.239,0.249100
zero_trust,srv1,grayhole,40,209.299,0.249100
zero_trust,srv1,grayhole,40,210.498,0.249100
zero_trust,srv1,grayhole,40,211.596,0.249100
zero_trust,srv1,grayhole,40,212.726,0.249100
zero_trust,srv1,grayhole,40,213.992,0.249100
zero_trust,srv1,grayhole,40,215.139,0.249100
zero_trust,srv1,grayhole,40,216.246,0.249100
zero_trust,srv1,grayhole,40,217.365,0.249100
zero_trust,srv1,grayhole,40,218.509,0.249100
zero_trust,srv1,grayhole,40,219.698,0.249100
zero_trust,srv1,grayhole,40,220.871,0.249100
zero_trust,srv1,grayhole,40,222.016,0.249100
zero_trust,srv1,grayhole,40,223.214,0.249100
zero_trust,srv1,grayhole,40,224.363,0.249100
zero_trust,srv1,grayhole,40,225.557,0.249100
zero_trust,srv1,grayhole,40,226.919,0.249100
zero_trust,srv1,grayhole,40,228.007,0.249100
zero_trust,srv1,grayhole,40,229.524,0.249100
zero_trust,srv1,grayhole,40,230.761,0.249100
zero_trust,srv1,grayhole,40,231.913,0.249100
zero_trust,srv1,grayhole,40,233.094,0.249100
zero_trust,srv1,grayhole,40,234.627,0.249100
